"s","d","studage","lectage","service","dept","y"
"665","214","6","2","0","4",3
"1769","1709","6","1","0","11",5
"2074","805","6","4","0","9",1
"1191","1305","6","3","0","3",4
"884","323","6","2","0","10",5
"1272","1755","6","3","1","11",1
"1535","392","6","3","0","15",2
"2931","1056","8","6","1","8",2
"2600","1925","2","1","1","6",4
"553","338","6","2","0","4",2
"2885","1244","4","3","1","3",4
"1668","2037","2","1","0","8",2
"1859","538","2","2","1","11",4
"1325","1035","6","1","1","4",5
"314","790","4","3","1","11",5
"992","183","8","4","1","8",1
"1152","1705","2","1","1","11",4
"1556","945","8","6","0","4",1
"1467","1295","2","1","1","8",4
"2784","702","4","1","1","6",4
"1759","1900","4","2","1","8",4
"1309","1299","8","1","1","10",4
"2226","260","8","6","1","12",5
"1757","1755","4","2","1","11",4
"1939","182","4","1","1","14",2
"111","1155","6","6","1","11",3
"2300","1042","8","6","1","12",5
"2223","1050","2","1","1","6",3
"709","2034","2","1","1","6",2
"1047","1207","8","6","0","9",4
"80","1558","6","6","0","15",1
"2893","1818","8","4","0","10",3
"2138","1214","8","3","0","6",1
"616","6","6","2","0","12",4
"154","1126","6","6","1","8",2
"1473","1666","8","2","0","14",5
"1673","1837","2","1","1","6",5
"411","42","2","3","1","11",3
"949","973","6","1","0","4",3
"2857","1003","8","3","0","10",4
"2755","856","6","6","1","9",1
"1367","1247","8","2","0","1",1
"1849","1300","6","1","0","5",5
"2619","507","6","6","1","11",1
"2948","939","6","6","1","14",3
"1495","824","8","3","0","14",3
"2788","1349","8","2","0","2",4
"465","1537","6","5","0","12",5
"1067","1202","8","3","1","1",4
"1442","1827","2","2","0","6",3
"357","61","4","2","0","14",4
"2163","150","4","3","1","8",1
"2331","790","6","5","0","11",5
"2491","554","2","1","1","6",2
"873","2079","2","4","1","11",2
"1496","470","6","2","0","12",5
"1847","1468","6","4","1","11",4
"2875","925","4","1","0","15",4
"700","555","6","1","1","14",3
"1251","2113","4","5","0","5",3
"2912","1059","4","4","0","6",5
"1359","304","6","2","1","6",5
"1749","1155","2","1","0","11",3
"1260","802","4","4","0","9",3
"2016","1219","2","1","0","6",5
"2651","1764","8","1","0","5",3
"599","713","4","1","0","5",4
"1154","361","6","6","1","12",4
"1564","1898","8","2","0","15",1
"1841","1963","4","1","0","6",1
"684","603","2","2","1","8",1
"2401","862","2","2","0","10",1
"1906","1028","4","4","0","4",4
"152","1947","6","5","0","15",4
"808","1367","2","2","0","3",3
"825","2079","4","3","1","11",5
"1208","442","4","4","0","1",4
"2813","1281","8","6","1","6",3
"431","679","6","3","0","7",1
"2288","1840","6","3","1","11",5
"2643","1092","6","1","0","12",5
"45","1827","6","6","1","6",5
"2604","613","8","4","1","8",1
"240","102","6","2","1","1",2
"128","787","8","6","0","12",3
"2672","297","2","1","1","9",5
"318","260","2","1","1","12",5
"2657","1594","6","4","0","4",2
"1168","657","8","6","1","8",1
"2699","1110","8","1","0","15",1
"1340","56","6","1","0","12",3
"1472","323","8","3","0","10",2
"142","1898","4","4","0","15",4
"2489","1863","8","1","0","11",4
"2714","297","2","2","1","9",3
"493","240","6","4","0","3",3
"2371","1002","4","1","0","2",5
"298","1711","4","2","0","3",5
"1073","1817","8","6","1","11",2
"1649","1161","2","3","1","11",3
"1418","702","4","2","1","6",4
"1850","1337","6","1","1","7",5
"1083","507","8","6","1","11",1
"2177","182","8","6","1","14",1
"1474","1314","6","3","0","12",5
"1890","659","2","2","0","12",1
"1009","307","8","6","1","2",5
"2832","1155","2","1","1","11",4
"1730","828","6","2","1","4",3
"1332","599","6","6","0","5",3
"1546","1643","6","6","1","11",1
"1516","1780","4","3","1","11",2
"2414","972","2","2","1","4",2
"2957","1030","6","4","1","6",3
"1077","1776","4","1","0","12",2
"1309","1369","8","3","1","6",1
"1651","1312","8","1","0","9",2
"2147","1594","2","1","1","4",3
"1291","1397","4","1","0","5",4
"2599","82","2","2","1","9",2
"671","1959","6","3","0","6",2
"1290","273","6","5","0","10",1
"1397","1468","8","6","1","11",1
"950","1424","2","3","0","1",4
"1484","1666","2","2","0","14",5
"877","82","6","6","1","9",3
"743","1059","2","2","0","6",4
"1860","903","2","2","0","15",2
"1740","1784","6","5","1","9",4
"127","1504","8","6","1","11",4
"1419","236","6","6","0","5",3
"1283","2160","4","3","1","2",3
"2879","1418","4","2","1","8",2
"926","275","4","1","0","3",3
"307","622","4","2","1","11",1
"2473","1873","8","5","0","10",3
"2388","260","4","1","1","12",3
"351","1084","2","2","1","9",4
"1161","1264","8","1","0","11",4
"2344","2009","8","3","0","15",1
"2011","474","6","4","1","1",5
"1907","1817","4","4","1","11",1
"591","119","4","1","0","3",4
"2039","504","6","2","0","4",4
"476","426","8","1","0","9",4
"182","1314","6","6","1","12",3
"2032","1575","4","1","0","12",5
"703","1530","6","2","0","9",3
"2195","314","4","2","0","11",4
"750","1622","8","2","0","10",5
"477","1038","6","3","0","12",3
"238","42","6","6","1","11",4
"1157","790","2","1","1","11",4
"1579","25","8","6","0","5",4
"1193","692","8","5","1","12",4
"2812","561","2","1","1","1",2
"2650","1705","2","1","1","11",1
"1629","870","8","4","0","9",3
"2847","1892","6","1","0","12",3
"1621","41","6","2","1","15",3
"2383","805","6","4","0","9",1
"2613","1554","4","1","0","4",2
"1612","1919","2","1","0","3",5
"1627","2096","6","3","0","10",4
"375","1048","2","1","0","12",4
"935","1736","2","2","1","12",5
"2872","1998","8","6","0","4",3
"770","702","8","3","1","6",3
"2199","1312","2","1","0","9",3
"2923","1790","6","1","0","10",2
"2038","1038","2","3","0","12",2
"524","1578","2","2","1","12",2
"2435","1763","6","2","0","9",2
"2540","1025","6","2","1","4",5
"2390","763","8","6","0","5",3
"2180","1189","6","2","0","2",4
"1822","171","6","2","0","14",1
"2363","653","2","1","1","8",5
"828","1948","8","6","0","15",5
"2049","84","8","4","0","10",1
"1778","1396","6","4","1","1",4
"214","591","8","6","0","4",2
"1067","1817","8","6","1","11",1
"1161","1275","8","2","0","11",4
"2765","214","2","2","0","4",4
"164","272","4","3","1","8",5
"545","1736","4","1","0","12",4
"1277","132","8","3","0","4",3
"1201","1275","6","5","1","11",4
"736","2002","4","4","1","8",1
"57","1414","8","5","0","1",1
"1948","1612","4","3","1","6",2
"2368","297","4","4","1","9",4
"2020","602","4","3","0","12",1
"2858","57","4","1","1","11",3
"1523","15","2","1","0","7",3
"35","1998","6","6","0","4",2
"2194","1006","4","1","0","6",1
"86","965","6","6","0","4",5
"1215","603","4","4","1","8",2
"2893","1984","8","3","0","10",1
"2826","827","4","2","1","12",5
"2163","156","4","2","0","7",3
"1489","42","6","1","0","11",4
"2344","1315","8","2","0","15",4
"1628","114","2","3","0","6",1
"772","281","6","6","1","6",5
"1888","1850","8","5","0","7",2
"1962","2043","4","2","0","6",2
"227","1629","4","2","1","6",1
"2235","204","6","5","1","12",3
"2056","1461","2","1","0","5",3
"43","1844","6","4","0","15",4
"371","1797","2","2","0","14",2
"1766","594","8","2","1","8",4
"811","1643","8","6","1","11",2
"1229","624","6","1","0","9",4
"1047","2116","8","2","0","9",3
"1412","702","6","3","1","6",4
"2152","494","2","1","1","9",2
"2463","273","4","3","0","10",4
"1633","1466","8","4","0","7",5
"868","756","4","1","0","5",3
"2933","1603","2","2","0","15",5
"1089","849","2","1","1","2",2
"1596","1780","4","4","1","11",1
"203","1805","6","4","0","7",4
"624","1468","2","1","1","11",3
"2729","1203","6","1","1","3",3
"1767","281","2","2","1","6",2
"1986","1314","4","1","0","12",3
"2111","352","4","4","1","15",2
"2070","704","8","1","0","11",3
"1168","1543","8","5","0","4",1
"2290","827","6","3","0","12",5
"1205","873","6","3","0","9",5
"1840","1736","2","2","1","12",5
"1632","327","2","2","0","2",3
"2020","1246","4","3","0","12",2
"1456","1676","2","1","0","6",5
"2910","866","6","4","1","2",2
"2437","64","4","1","0","7",5
"108","1275","8","6","0","11",2
"2722","420","4","2","0","9",4
"854","1281","6","4","1","6",4
"2400","1247","6","3","0","1",5
"830","1879","4","1","0","6",5
"1932","790","2","1","1","11",2
"780","1984","6","3","0","10",4
"867","728","4","1","0","3",2
"2702","1281","8","4","0","6",2
"2442","1504","2","4","1","11",2
"497","1784","6","1","0","9",1
"1407","1729","6","5","0","12",5
"1990","1764","4","1","0","5",5
"1516","693","4","1","1","2",1
"1174","971","4","2","1","15",5
"2523","732","2","5","1","8",1
"1185","762","8","3","0","12",1
"629","420","8","4","0","9",4
"78","41","6","5","0","15",2
"219","664","2","2","1","11",4
"894","538","2","2","1","11",1
"806","2034","2","1","0","6",5
"1232","275","2","1","0","3",5
"2759","2083","2","2","0","6",5
"95","1717","6","6","0","15",5
"2724","363","2","2","1","6",5
"2012","827","6","3","0","12",5
"1059","1002","8","1","0","2",3
"2667","2083","6","1","0","6",3
"1398","488","8","4","1","12",2
"2883","741","8","6","1","4",4
"245","1337","8","2","0","7",3
"1893","2026","6","2","1","8",4
"329","25","2","1","0","5",5
"2880","442","2","2","0","1",4
"2661","92","2","2","0","6",4
"1034","1983","2","1","0","1",2
"380","1666","2","2","0","14",5
"1627","1056","6","6","1","8",5
"51","682","6","5","0","4",2
"1215","1701","4","2","1","2",3
"2696","1529","6","4","0","10",1
"1629","2016","8","1","1","8",2
"1816","150","2","1","1","8",1
"2293","84","8","6","0","10",2
"676","846","8","2","0","6",2
"2315","583","4","4","1","11",4
"1040","1672","6","3","0","14",3
"1135","1317","4","1","0","5",2
"160","1701","6","5","1","2",5
"992","151","8","6","0","9",1
"2253","150","2","1","1","8",1
"2481","1246","6","1","0","12",1
"2862","1877","2","1","1","7",3
"2856","2103","8","6","1","11",3
"2714","214","2","2","0","4",3
"361","587","8","1","0","9",5
"1241","260","6","6","1","12",4
"941","1492","2","1","1","11",1
"2685","989","6","4","0","14",3
"1170","260","2","2","0","12",5
"586","1500","4","3","1","12",4
"882","487","8","3","0","14",5
"170","1558","8","6","0","15",3
"1748","620","8","2","0","14",4
"895","599","2","1","0","5",4
"514","82","6","4","0","9",4
"922","150","4","1","1","8",3
"1964","53","6","2","0","9",4
"2417","1659","2","6","1","11",4
"1325","1526","6","1","1","8",3
"2876","494","4","1","1","9",5
"1022","126","8","3","0","7",3
"1933","2083","4","4","0","6",5
"2451","1203","4","3","1","3",4
"1349","135","2","6","1","14",4
"2949","862","6","6","0","10",4
"995","377","2","2","0","10",1
"283","1123","6","2","1","8",1
"98","1904","6","5","1","1",4
"2739","6","6","2","0","12",1
"2137","1002","2","1","1","2",3
"1126","603","4","4","1","8",5
"638","1982","8","3","0","7",4
"340","827","2","5","1","12",5
"1191","718","6","5","0","3",5
"2411","1722","6","5","1","11",2
"175","722","8","3","0","3",2
"889","672","8","4","1","1",3
"94","354","6","3","0","15",3
"1496","945","6","6","1","4",2
"1230","1780","6","6","1","11",2
"1352","1780","2","1","1","11",2
"2271","48","6","2","0","3",2
"1287","1852","8","3","1","7",5
"2633","1140","4","4","0","12",3
"2086","317","6","2","0","10",3
"411","849","2","1","1","2",5
"1549","1279","6","4","1","2",2
"1374","1041","4","1","1","5",2
"1863","1898","6","2","1","15",4
"871","1666","4","6","0","14",4
"209","269","6","3","0","2",4
"2001","763","6","1","0","5",1
"2472","2097","6","2","0","2",5
"985","236","2","1","0","5",3
"714","1504","4","1","1","11",3
"1627","544","6","3","1","5",5
"80","67","6","6","1","4",4
"1408","441","6","2","0","10",1
"2891","989","4","2","0","14",4
"2578","1760","2","1","1","6",4
"2038","838","2","6","0","12",2
"1618","1600","8","2","0","2",5
"2619","2103","6","5","1","11",4
"2161","764","8","6","0","10",4
"1209","675","4","3","0","12",3
"976","281","2","2","0","6",4
"1689","939","4","2","1","14",2
"1831","610","8","3","0","6",2
"709","1180","2","2","0","15",3
"125","1155","6","5","0","11",1
"2615","2002","8","3","1","8",5
"2970","973","8","3","0","4",4
"2154","96","2","1","0","11",1
"275","637","8","1","0","10",3
"273","1840","6","6","1","11",2
"2805","2048","8","2","1","1",5
"1256","1097","4","1","0","6",2
"2562","1067","8","6","0","2",1
"2869","1155","8","3","1","11",1
"2673","1557","2","1","0","3",1
"606","275","8","2","0","3",3
"2382","2079","2","1","1","11",3
"810","805","2","2","1","9",4
"478","236","6","6","0","5",4
"1718","8","6","1","0","12",4
"1041","1784","8","3","0","9",4
"2362","483","6","4","0","2",3
"133","686","4","5","1","1",4
"2281","1688","8","3","1","9",4
"1902","1755","4","1","1","11",4
"396","1357","2","3","1","8",2
"491","1411","8","3","0","12",4
"1349","918","2","1","0","3",2
"2452","571","6","1","1","11",3
"1006","1056","4","2","1","8",4
"922","1244","4","5","1","3",4
"2138","601","8","3","0","6",3
"2816","1705","2","1","1","11",1
"2031","1172","6","5","0","10",3
"1602","660","8","6","0","12",4
"1977","1919","6","1","0","3",3
"1651","1763","8","4","0","9",1
"2935","382","6","1","0","10",1
"597","1312","2","1","0","9",3
"2153","621","6","3","1","2",1
"294","696","8","1","0","9",4
"2194","936","4","1","0","6",3
"946","57","6","5","1","11",1
"2417","722","2","4","0","3",2
"1812","112","6","2","0","15",1
"1133","2026","6","3","1","8",3
"1251","793","4","5","1","12",1
"555","1356","4","1","0","14",3
"443","1784","6","5","1","9",4
"1452","251","8","2","0","1",1
"925","1186","4","2","1","4",1
"2513","1094","4","2","0","1",3
"1725","587","6","2","0","9",4
"1833","305","8","6","0","9",1
"2905","1782","8","3","0","4",5
"1331","1471","8","3","1","6",2
"2258","1523","2","2","1","1",5
"2755","1267","6","6","0","2",2
"1166","1006","6","3","0","6",5
"1512","603","2","2","1","8",3
"237","1666","4","4","0","14",3
"189","305","8","6","0","9",1
"1625","883","8","3","0","4",2
"2847","659","6","5","0","12",4
"289","973","2","2","1","4",2
"2506","1396","6","6","1","1",2
"1592","2160","4","3","1","2",3
"1090","548","8","6","0","7",4
"491","1448","8","1","1","4",4
"1309","299","8","4","0","4",5
"35","900","6","6","1","7",1
"1609","1797","2","2","0","14",2
"2568","140","8","4","0","10",2
"2460","862","8","6","0","10",4
"1917","1049","6","2","1","2",5
"130","1207","8","6","1","9",2
"921","1718","6","5","0","8",4
"227","361","4","2","0","12",3
"1775","823","6","1","1","15",4
"139","1718","4","6","1","8",3
"2785","252","2","1","1","6",5
"1280","1780","2","2","1","11",4
"436","1456","6","1","1","12",1
"1164","150","2","2","0","8",4
"2635","1252","2","1","0","1",2
"2252","615","2","1","0","1",3
"220","1140","2","2","0","12",5
"2121","1816","8","5","0","12",2
"2680","377","6","2","0","10",2
"2379","962","6","3","1","4",1
"36","1844","8","4","0","15",2
"762","1701","2","1","1","2",4
"1254","1018","2","2","0","3",3
"2471","827","8","5","1","12",5
"1863","393","6","3","1","12",4
"181","1589","6","3","0","2",4
"232","1504","4","2","0","11",2
"2932","1457","8","6","1","4",5
"2124","2057","2","2","0","5",3
"545","827","4","1","0","12",3
"2409","548","2","1","0","7",4
"802","34","4","1","1","14",1
"944","34","6","2","0","14",1
"1278","1161","4","3","1","11",5
"1086","375","4","5","1","1",2
"2902","1904","8","2","1","1",5
"2929","1578","2","2","0","12",2
"1016","827","8","6","1","12",5
"1902","1426","4","1","0","4",5
"950","442","2","1","0","1",5
"2617","1780","8","6","1","11",1
"36","1948","8","6","0","15",3
"1703","401","4","3","1","4",4
"962","2070","6","3","1","2",4
"657","1056","6","6","0","8",3
"1672","1780","6","5","1","11",1
"2970","827","8","5","1","12",1
"2343","1191","4","1","1","12",3
"2408","741","8","2","0","4",5
"1361","2100","8","1","0","9",5
"87","944","8","6","1","11",1
"1773","2079","8","6","1","11",3
"2134","82","2","2","1","9",4
"1599","1806","2","1","0","3",5
"2138","1841","8","6","1","12",5
"313","959","4","1","0","3",2
"1210","366","8","3","1","11",1
"49","702","6","6","1","6",4
"2506","297","6","3","1","9",3
"1520","150","4","1","1","8",3
"1521","2045","8","2","0","6",4
"887","1718","2","1","1","8",5
"2786","1776","6","3","0","12",4
"2919","1356","8","5","0","14",1
"1608","1757","4","4","0","1",5
"2165","1594","2","1","1","4",5
"2370","1755","6","3","1","11",4
"512","1353","6","2","0","3",1
"2140","377","4","4","0","10",2
"288","1784","4","3","1","9",2
"2510","1086","4","4","1","6",2
"2868","1024","8","2","0","4",3
"2778","2019","6","2","0","12",5
"1222","601","6","5","0","6",5
"2586","554","2","1","1","6",2
"257","1264","8","1","0","11",5
"118","1356","6","6","0","14",3
"2815","819","6","1","0","12",2
"110","412","6","2","0","11",5
"478","1300","6","1","0","5",4
"1737","1274","8","6","1","8",4
"328","1619","8","1","1","4",4
"1753","1379","8","4","1","4",3
"579","2121","6","4","1","2",3
"1786","1173","4","1","0","6",2
"2962","1006","6","3","0","6",5
"2705","554","2","1","1","6",5
"886","1166","4","2","0","12",2
"903","1893","6","3","0","9",2
"332","64","4","1","0","7",4
"1962","1059","4","4","0","6",4
"2892","939","4","2","1","14",2
"408","317","8","5","0","10",5
"2420","112","8","6","0","15",4
"1061","1959","6","1","1","6",3
"1841","936","4","1","0","6",2
"2630","1898","6","2","1","15",3
"1878","1002","4","3","1","2",3
"1573","1059","6","6","0","6",4
"883","245","4","1","0","10",2
"1948","408","4","1","1","12",4
"2716","939","8","6","1","14",3
"172","71","6","6","0","4",3
"2184","1718","2","1","0","8",4
"1263","377","6","2","0","10",3
"664","704","4","2","1","11",5
"83","314","6","6","1","11",2
"154","296","6","6","1","11",2
"1684","946","8","2","1","8",5
"1551","1480","4","1","0","5",3
"1148","2116","8","3","0","9",5
"2091","1300","6","1","0","5",5
"400","1084","2","2","1","9",2
"160","827","6","5","0","12",1
"2790","182","4","1","1","14",3
"2663","1127","4","1","0","14",5
"1590","664","2","2","1","11",4
"33","1038","8","5","0","12",1
"742","1172","2","1","0","10",2
"2685","664","6","5","1","11",1
"1701","1002","4","3","1","2",4
"1743","150","8","5","1","8",3
"1993","1925","6","5","1","6",5
"2125","1597","8","3","0","12",4
"2755","790","6","5","1","11",4
"48","132","8","5","0","4",4
"1693","718","2","5","0","3",1
"1705","2085","8","3","1","3",2
"249","1504","4","1","1","11",5
"2715","1717","8","2","0","15",5
"1792","139","4","2","0","12",1
"2787","1668","6","2","0","12",3
"2972","65","4","5","1","2",3
"358","704","6","4","1","11",4
"1783","1687","2","3","0","6",1
"2415","760","4","1","0","15",1
"1991","1119","2","2","0","9",2
"2049","701","8","2","0","10",5
"1881","682","6","3","0","4",5
"1432","696","4","6","1","9",1
"217","802","8","6","0","9",4
"1705","540","8","6","0","4",2
"2820","2116","6","1","0","9",4
"970","638","4","1","0","3",5
"1118","82","6","1","0","9",4
"2400","442","6","3","0","1",1
"2636","862","2","2","0","10",2
"118","259","6","3","0","14",5
"2121","1701","8","5","1","2",5
"1241","986","6","2","0","7",5
"2360","638","4","1","0","3",3
"593","1172","8","6","0","10",2
"2642","1172","2","1","0","10",2
"365","2061","6","1","1","12",1
"1216","1736","8","6","1","12",4
"2132","718","8","5","0","3",5
"655","1453","4","1","0","6",4
"2822","150","8","4","1","8",2
"1171","363","4","4","1","6",3
"558","17","8","6","1","2",4
"1380","446","4","3","0","6",3
"397","1306","2","1","0","9",3
"1057","1155","2","1","1","11",5
"2182","1244","8","6","1","3",4
"2705","296","2","1","1","11",3
"2851","1186","4","2","0","4",4
"1093","1275","6","5","1","11",2
"1133","897","6","1","0","15",4
"1974","584","8","6","0","15",1
"2168","273","2","1","0","10",2
"2932","973","8","5","1","4",3
"1011","494","6","3","1","9",3
"1228","1893","2","2","0","9",3
"1979","264","8","4","1","11",4
"2680","2096","6","3","0","10",3
"1356","772","6","4","0","7",3
"2958","2057","2","2","0","5",2
"2904","936","6","1","0","6",4
"2900","2034","6","6","1","6",3
"2232","71","6","1","0","4",4
"1092","2008","2","2","1","7",4
"375","932","2","1","0","12",5
"1773","1685","8","2","1","4",2
"2629","275","2","1","0","3",4
"2878","363","6","6","1","6",5
"1285","420","4","2","0","9",5
"248","763","8","3","0","5",5
"601","1219","4","2","0","6",3
"1251","734","4","5","1","11",2
"419","1244","2","3","0","3",4
"917","1115","4","6","1","11",2
"1633","900","8","2","0","7",2
"977","378","8","1","0","5",4
"1130","670","4","2","0","5",1
"73","1797","8","5","0","14",4
"2849","1140","2","2","1","12",2
"2275","45","4","5","0","5",5
"1971","2007","2","1","0","3",4
"1990","899","4","3","0","5",1
"763","2048","4","4","0","1",5
"1734","1321","2","2","0","5",3
"1901","944","2","1","1","11",5
"85","1607","8","2","1","4",2
"1539","432","2","1","0","3",3
"1207","2138","8","6","0","4",4
"67","55","8","3","0","12",2
"1430","1676","2","1","1","6",5
"541","538","6","1","1","11",2
"2471","1745","8","3","0","6",5
"2864","199","8","6","0","4",3
"2050","1412","6","4","1","12",3
"1065","583","4","1","0","11",3
"1673","603","2","2","1","8",4
"2731","171","8","4","0","14",2
"2607","893","6","6","0","4",2
"1954","1717","8","4","0","15",3
"2286","637","8","1","0","10",1
"2100","1115","4","4","1","11",2
"1821","1110","8","4","0","15",1
"24","102","2","1","1","1",2
"736","1902","4","3","1","8",3
"697","1281","6","4","1","6",3
"779","1959","6","3","0","6",4
"271","82","6","1","0","9",3
"558","1536","8","3","0","11",1
"1722","135","4","3","0","14",2
"295","1594","4","3","1","4",4
"826","1354","6","1","0","9",4
"2648","1086","2","2","0","6",4
"1104","687","4","2","0","12",4
"36","1683","8","2","0","15",5
"1309","1169","8","3","0","4",5
"2548","25","2","1","0","5",4
"321","260","2","2","1","12",4
"372","2034","6","5","1","6",4
"689","125","8","1","0","5",2
"1581","1948","4","2","1","15",5
"1422","135","2","1","0","14",2
"2222","2057","6","1","0","5",4
"2777","1760","4","3","1","6",4
"1039","150","6","5","1","8",2
"52","626","4","6","0","14",5
"170","2055","8","6","1","12",4
"2078","2052","4","1","0","14",5
"2059","1145","6","1","0","6",3
"159","900","8","6","1","7",4
"359","542","8","5","0","3",3
"297","973","2","2","0","4",1
